rid,time,satnum,elev,azim,SNR
0,,04,,,23
0,,06,,,28
0,,07,,,21
0,,09,,,27
0,,11,,,25
0,,16,11,082,17
0,,19,,,23
0,,20,,,28
0,,03,,,32
0,,04,,,23
0,,06,,,28
0,,07,,,21
0,,09,,,27
0,,11,,,25
0,,16,11,082,17
0,,19,,,23
0,,20,,,28
0,,03,,,26
0,,04,,,24
0,,06,,,33
0,,07,,,26
0,,09,,,27
0,,11,,,26
0,,16,11,082,19
0,,19,,,25
0,,20,,,28
0,,03,,,35
0,,04,,,23
0,,06,,,32
0,,07,,,26
0,,09,,,28
0,,11,,,28
0,,16,11,082,19
0,,19,,,26
0,,20,,,32
0,,03,,,38
0,,04,,,23
0,,06,,,26
0,,07,,,24
0,,09,,,26
0,,11,,,28
0,,16,11,082,18
0,,19,,,26
0,,20,,,33
0,,03,,,35
0,,04,,,31
0,,06,,,23
0,,07,,,27
0,,09,,,26
0,,11,,,28
0,,16,11,082,20
0,,19,,,26
0,,20,,,26
0,,03,,,29
0,,04,,,22
0,,06,,,34
0,,07,,,22
0,,09,,,25
0,,11,,,29
0,,16,11,082,19
0,,19,,,30
0,,20,,,28
0,,03,,,39
0,,04,,,24
0,,06,,,24
0,,07,,,24
0,,09,,,25
0,,11,,,31
0,,16,11,082,21
0,,19,,,21
0,,20,,,32
0,,03,,,36
0,,04,,,23
0,,06,,,36
0,,07,,,25
0,,09,,,24
0,,11,,,30
0,,16,11,082,20
0,,19,,,25
0,,20,,,31
0,,03,,,38
0,,04,,,23
0,,06,,,30
0,,07,,,22
0,,09,,,28
0,,11,,,31
0,,16,11,082,18
0,,19,,,22
0,,20,,,33
0,,03,21,117,39
0,,04,,,24
0,,06,,,31
0,,07,,,24
0,,09,,,29
0,,11,,,31
0,,16,11,082,17
0,,19,,,21
0,,20,,,29
0,,03,21,117,34
0,,04,,,25
0,,06,,,29
0,,07,,,22
0,,09,,,26
0,,11,,,30
0,,16,11,082,17
0,,19,,,21
0,,20,,,28
0,,26,,,21
0,,03,21,117,23
0,,04,,,25
0,,06,,,30
0,,07,,,25
0,,09,,,32
0,,11,,,34
0,,16,11,082,17
0,,19,,,18
0,,20,,,23
0,,26,,,25
0,,03,21,117,25
0,,04,,,28
0,,06,,,24
0,,07,,,24
0,,09,,,25
0,,11,,,28
0,,16,11,082,16
0,,19,,,23
0,,20,,,33
0,,26,,,25
0,,03,21,117,26
0,,04,,,28
0,,06,,,25
0,,07,,,31
0,,03,21,117,26
0,,04,,,28
0,,06,,,25
0,,07,,,31
0,,09,,,31
0,,11,,,30
0,,16,11,082,15
0,,19,,,20
0,,20,,,32
0,,26,,,24
0,,03,21,117,25
0,,04,,,25
0,,06,,,24
0,,07,,,27
0,,09,,,26
0,,11,,,28
0,,16,11,082,17
0,,19,,,19
0,,20,,,37
0,,26,,,25
0,,03,21,117,24
0,,04,,,21
0,,06,,,24
0,,07,,,35
0,,09,,,25
0,,11,,,30
0,,16,11,081,16
0,,19,,,22
0,,20,,,24
0,,26,,,24
0,,03,21,117,26
0,,04,,,28
0,,06,,,24
0,,07,,,34
0,,09,,,28
0,,11,,,32
0,,16,11,081,17
0,,19,,,21
0,,20,,,35
0,,26,,,22
0,,03,21,117,31
0,,04,,,28
0,,06,,,24
0,,07,,,37
0,,09,,,26
0,,11,,,29
0,,16,11,081,17
0,,19,,,19
0,,20,,,25
0,,26,,,22
0,,03,21,118,25
0,,04,,,28
0,,06,,,29
0,,07,,,27
0,,09,,,25
0,,11,,,31
0,,16,11,081,13
0,,19,,,16
0,,20,,,24
0,,26,,,17
0,,03,21,118,18
0,,04,,,23
0,,06,,,17
0,,07,,,24
0,,09,,,17
0,,11,,,20
0,,16,11,081,11
0,,19,,,14
0,,20,,,17
0,,03,21,118,22
0,,04,,,18
0,,06,,,10
0,,07,,,19
0,,09,,,12
0,,11,,,17
0,,16,11,081,
0,,19,,,08
0,,20,,,13
0,,03,21,118,25
0,,04,,,16
0,,07,,,18
0,,09,,,16
0,,11,,,13
0,,16,11,081,
0,,19,,,08
0,,20,,,10
0,,03,21,118,25
0,,04,,,18
0,,07,,,21
0,,09,,,16
0,,11,,,13
0,,16,11,081,
0,,20,,,15
0,,03,21,118,26
0,,04,,,17
0,,07,,,19
0,,09,,,17
0,,11,,,14
0,,16,11,081,
0,,20,,,15
0,,03,21,118,19
0,,04,,,15
0,,07,,,17
0,,09,,,16
0,,11,,,17
0,,16,11,081,
0,,20,,,13
0,,03,20,118,10
0,,04,,,11
0,,07,,,09
0,,16,11,081,
0,,03,20,118,
0,,04,,,14
0,,06,,,18
0,,07,,,17
0,,16,11,081,
0,,03,20,118,
0,,04,,,10
0,,06,,,08
0,,07,,,14
0,,16,11,081,
0,,03,20,118,
0,,04,,,13
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,11,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,081,
0,,03,20,118,
0,,16,12,080,
0,,03,20,118,
0,,16,12,080,
0,,03,20,118,
0,,16,12,080,
0,,03,20,118,
0,,16,12,080,
0,,03,20,118,
0,,16,12,080,
0,,03,20,118,
0,,16,12,080,
0,,03,20,118,
0,,16,12,080,
0,,03,20,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,118,
0,,16,12,080,
0,,03,19,119,
0,,16,12,080,
0,,03,19,119,
0,,16,12,080,
0,,03,19,119,
0,,16,12,080,
0,,03,19,119,
0,,16,12,080,
0,,03,19,119,
0,,16,12,080,
0,,03,19,119,
0,,16,12,080,
0,,03,19,119,
0,,16,12,080,
0,,03,19,119,
0,,16,12,080,
0,,03,19,119,
0,,16,12,079,
0,,03,19,119,
0,,16,12,079,
0,,03,19,119,
0,,16,12,079,
0,,03,19,119,
0,,16,12,079,
0,,03,19,119,
0,,16,12,079,
0,,03,19,119,
0,,16,12,079,
0,,03,19,119,
0,,16,12,079,
0,,03,18,119,
0,,16,12,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,079,
0,,03,18,119,
0,,16,13,078,
0,,03,18,119,
0,,16,13,078,
0,,03,18,119,
0,,16,13,078,
0,,03,18,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,119,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,17,,,20
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,13,078,
0,,03,17,120,
0,,16,14,078,
0,,03,17,120,
0,,16,14,078,
0,,03,17,120,
0,,16,14,078,
0,,03,17,120,
0,,16,14,077,
0,,03,17,120,
0,,16,14,077,
0,,03,17,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,077,
0,,03,16,120,
0,,16,14,076,
0,,03,16,120,
0,,16,14,076,
0,,03,16,120,
0,,16,14,076,
0,,03,16,120,
0,,16,14,076,
0,,03,16,120,
0,,16,14,076,
0,,03,15,120,
0,,16,14,076,
0,,03,15,120,
0,,16,14,076,
0,,03,15,120,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,14,076,
0,,03,15,121,
0,,16,15,076,
0,,03,15,121,
0,,16,15,076,
0,,03,15,121,
0,,16,15,076,
0,,03,15,121,
0,,16,15,076,
0,,03,15,121,
0,,16,15,076,
0,,03,15,121,
0,,16,15,076,
0,,03,15,121,
0,,16,15,075,
0,,03,15,121,
0,,16,15,075,
0,,03,15,121,
0,,16,15,075,
0,,03,15,121,
0,,16,15,075,
0,,03,15,121,
0,,16,15,075,
0,,03,15,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,075,
0,,03,14,121,
0,,16,15,074,
0,,03,14,121,
0,,16,15,074,
0,,03,14,121,
0,,16,15,074,
0,,03,14,121,
0,,16,15,074,
0,,03,14,121,
0,,16,15,074,
0,,03,14,122,
0,,16,15,074,
0,,03,14,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,15,074,
0,,03,13,122,
0,,16,16,074,
0,,03,13,122,
0,,16,16,074,
0,,03,13,122,
0,,16,16,074,
0,,03,13,122,
0,,16,16,074,
0,,03,13,122,
0,,16,16,074,
0,,03,13,122,
0,,16,16,074,
0,,03,13,122,
0,,16,16,074,
0,,03,13,122,
0,,16,16,074,
0,,03,13,122,
0,,16,16,073,
0,,03,13,122,
0,,16,16,073,
0,,03,13,122,
0,,16,16,073,
0,,03,13,122,
0,,16,16,073,
0,,03,13,122,
0,,16,16,073,
0,,03,13,122,
0,,16,16,073,
0,,03,13,122,
0,,16,16,073,
0,,03,13,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,073,
0,,03,12,122,
0,,16,16,072,
0,,03,12,122,
0,,16,16,072,
0,,03,12,122,
0,,16,16,072,
0,,03,12,123,
0,,16,16,072,
0,,03,12,123,
0,,16,16,072,
0,,03,12,123,
0,,16,16,072,
0,,03,12,123,
0,,16,16,072,
0,,03,12,123,
0,,16,16,072,
0,,03,12,123,
0,,16,16,072,
0,,03,12,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,16,072,
0,,03,11,123,
0,,16,17,072,
0,,03,11,123,
0,,16,17,072,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,11,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,071,
0,,03,10,123,
0,,16,17,070,
0,,03,10,123,
0,,16,17,070,
0,,03,10,123,
0,,16,17,070,
0,,03,10,123,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,10,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,070,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,17,069,
0,,03,09,124,
0,,16,18,069,
0,,03,09,124,
0,,16,18,069,
0,,03,09,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,069,
0,,03,08,124,
0,,16,18,068,
0,,03,08,124,
0,,16,18,068,
0,,03,08,124,
0,,16,18,068,
0,,03,08,124,
0,,16,18,068,
0,,03,08,124,
0,,16,18,068,
0,,03,08,124,
0,,16,18,068,
0,,03,08,124,
0,,16,18,068,
0,,03,08,124,
0,,16,18,068,
0,,03,08,124,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,14,,,08
0,,16,18,068,
0,,03,08,125,
0,,14,,,08
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,08,125,
0,,16,18,068,
0,,03,07,125,
0,,16,18,068,
0,,03,07,125,
0,,16,18,068,
0,,03,07,125,
0,,16,18,068,
0,,03,07,125,
0,,16,18,068,
0,,03,07,125,
0,,16,18,068,
0,,03,07,125,
0,,16,18,068,
0,,03,07,125,
0,,16,18,068,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,07,125,
0,,16,18,067,
0,,03,06,125,
0,,16,18,067,
0,,03,06,125,
0,,16,18,067,
0,,03,06,125,
0,,16,18,067,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,18,066,
0,,03,06,125,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,066,
0,,03,06,126,
0,,16,19,065,
0,,03,06,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,065,
0,,03,05,126,
0,,16,19,064,
0,,03,05,126,
0,,16,19,064,
0,,03,05,126,
0,,16,19,064,
0,,03,05,126,
